id,name,brand,sourceOrigin,currentStatus,proposedStatus,productScope,category,categoryAnomaly,expectedCategory,duplicateStatus,variantStatus,jan,officialSource,sourceQuality,price,priceWarning,brandStatus,verifiedCandidate,reason
495,チューンメーカーズ 原液スキンコンディショナー乳液(100ml),チューンメーカーズ(TUNEMAKERS),rakuten_product_api,pending,pending,face,乳液,false,,none,none,4528620210587,,D,2640,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
496,CEFINE ザ エマルジョン 80ml,セフィーヌ,rakuten_product_api,pending,pending,face,乳液,false,,none,none,4524061007137,,D,5680,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
497,SEKKISEI(雪肌精)薬用 雪肌精 乳液140ml,雪肌精,rakuten_product_api,pending,pending,face,乳液,false,,none,none,4971710044225,,D,5500,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
498,アロエッセン ディオスキンクリームDX 110g,アロエッセン,rakuten_product_api,pending,pending,face,乳液,false,,none,none,4982834443290,,D,2420,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
500,レパナトゥア プレアクト 医薬部外品,ヒノキ肌粧品,rakuten_product_api,pending,pending,face,乳液,false,,none,none,4958474003705,,D,15792,high-outlier,normal,false,価格:high-outlier
501,資生堂 アクアレーベル バウンシング エマルジョン II(130ml),アクアレーベル(AQUALABEL),rakuten_product_api,pending,pending,face,乳液,false,,none,none,4901872996995,,D,2280,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
502,資生堂 クレ・ド・ポー ボーテ クレームアンタンシヴn 50g,資生堂,rakuten_product_api,pending,pending,face,乳液,false,,none,none,4514254130148,,D,15400,high-outlier,normal,false,価格:high-outlier
503,DHC ウルミニスタ アクアエマルジョン(150ml),DHC,rakuten_product_api,pending,pending,face,乳液,false,,none,none,4511413309568,,D,1119,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
504,アルビオン フラルネ ブライトリファイン ミルク f EM 110g,アルビオン,rakuten_product_api,pending,pending,face,乳液,false,,none,none,4969527510385,,D,3300,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
505,薬用リンクルホワイトミルク 日本製(165ml),リンクルホワイト,rakuten_product_api,pending,pending,face,乳液,false,,none,none,4902468116070,,D,709,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
506,ALBION イグニス サニーサワーミルク 150g,イグニス,rakuten_product_api,pending,pending,face,乳液,false,,none,none,4518091407043,,D,4899,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
507,資生堂 クレ・ド・ポー ボーテ クレームアンタンシヴn,クレ・ド・ポー ボーテ,rakuten_product_api,pending,pending,face,乳液,false,,none,none,4514254955321,,D,15400,high-outlier,normalization-candidate,false,ブランド:normalization-candidate / 価格:high-outlier
508,ナノエマルジョン ディープ,トゥヴェール,rakuten_product_api,pending,pending,face,乳液,false,,none,none,4582389241930,,D,2800,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
509,マルティナ サルビアモイスチャーミルク(100ml),MARTINA(マルティナ),rakuten_product_api,pending,pending,face,乳液,false,,none,none,4032061012322,,D,4730,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
510,ドクターシーラボ VC100エマルジョンEX 150ml,ドクターシーラボ,rakuten_product_api,pending,pending,face,乳液,false,,none,none,4524734128060,,D,4760,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
511,キリョウ エマルジョン i,資生堂,rakuten_product_api,pending,pending,face,乳液,false,,none,none,4524230370871,,D,3570,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
512,リンデンリーブス gold フェイス&ボディミスト,ブランド情報未掲載,rakuten_product_api,pending,pending,body,乳液,true,化粧水,none,none,9421001387517,,D,6600,none,unknown,false,商品名からbody候補 / 現在乳液／名称上は化粧水候補 / ブランド:unknown
513,アテニア ドレスリフト デイエマルジョン 日中用美容乳液,アテニア,rakuten_product_api,pending,pending,face,乳液,false,,none,none,4533899217205,,D,3090,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
514,ノートルボーテ モイスト ミルク,タカラベルモント,rakuten_product_api,pending,pending,face,乳液,false,,none,none,4952195257416,,D,5500,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
515,RISM(リズム)カーミング ミルクエッセンス グリーンシトラス(100mL),サン・スマイル,rakuten_product_api,pending,pending,face,乳液,false,,none,none,4526371134091,,D,440,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
516,dプログラム ブライトニングクリア エマルジョン MB(100ml),d プログラム(d program),rakuten_product_api,pending,pending,face,乳液,false,,none,none,4514254991206,,D,4800,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
517,アレンシア レッド スムージー ローション 5 200ml レッド,ブランド情報未掲載,rakuten_product_api,pending,pending,face,乳液,true,化粧水,none,none,8809562192565,,D,2580,none,unknown,false,現在乳液／名称上は化粧水候補 / ブランド:unknown
518,リバイタル スキンラップ(90ml),リバイタル(REVITAL),rakuten_product_api,pending,pending,face,乳液,false,,none,none,4909978202545,,D,7040,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
519,CHANEL ル リフト フリュイド 50mL,シャネル,rakuten_product_api,pending,pending,face,乳液,false,,none,none,3145891402407,,D,17500,high-outlier,normal,false,価格:high-outlier
520,Koh Gen Do マクロヴィンテージ ロイヤルマッサージミルク 140mL,コウゲンドウ,rakuten_product_api,pending,pending,face,乳液,false,,none,none,4560143657906,,D,13200,high-outlier,normal,false,価格:high-outlier
521,プロメ バランサー(120ml),Prome(プロメ),rakuten_product_api,pending,pending,face,乳液,false,,none,none,4936218002504,,D,2970,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
522,日本オリーブ オリーブマノン 薬用美白乳液 100ml,日本オリーブ,rakuten_product_api,pending,pending,face,乳液,false,,none,none,4965363006280,,D,4400,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
523,REVITAL(リバイタル) モイスチャーライザーEX II 100ml,リバイタル,rakuten_product_api,pending,pending,face,乳液,false,,none,none,4901872309924,,D,5236,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
524,資生堂 プリオール おしろい美白乳液 シースルーカバー(31ml),プリオール(PRIOR),rakuten_product_api,pending,pending,face,乳液,false,,none,none,4909978145910,,D,2746,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
525,ノエビア 88 ミルクローション 100ml,ノエビア,rakuten_product_api,pending,pending,face,乳液,false,,none,none,4945022011855,,D,3135,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
526,天使の美肌乳液(210ml),天使の美肌,rakuten_product_api,pending,pending,face,乳液,false,,none,none,4961743090306,,D,1197,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
527,SK-II (エスケーツー)フェイシャル リフト エマルジョン,エスケーツー,rakuten_product_api,pending,pending,face,乳液,false,,none,none,4979006644029,,D,12000,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
528,モイスタージュ リフト エッセンスミルク 超しっとり(160ml),モイスタージュ,rakuten_product_api,pending,pending,face,乳液,false,,none,none,4901417645463,,D,559,none,normal,true,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
529,アロベビー ミルキーローション(150mL),アロベビー,rakuten_product_api,pending,pending,face,乳液,true,化粧水,none,none,4571461541006,,D,2639,none,normal,false,現在乳液／名称上は化粧水候補
530,クラシエ KRACIE バサラ リフトエッセンスミルク403 140g,クラシエ,rakuten_product_api,pending,pending,face,乳液,false,,none,none,4901417524188,,D,1540,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
531,リセプトスキン プレミアム 乳液(140ml),リセプトスキン,rakuten_product_api,pending,pending,face,乳液,false,,none,none,4582118951185,,D,808,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
532,エビータ ボタニバイタル 艶リフトミルク II(130ml),EVITA(エビータ),rakuten_product_api,pending,pending,face,乳液,false,,none,none,4973167278581,,D,1643,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
533,THREE バランシングステム モイスチャライザー,THREE,rakuten_product_api,pending,pending,face,乳液,false,,none,none,1001000037142090,,D,7260,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
534,アクアレーベル トリートメントミルク オイルイン しっとり(130ml),アクアレーベル(AQUALABEL),rakuten_product_api,pending,pending,face,乳液,false,,none,none,4909978199302,,D,1495,none,normal,true,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
535,素肌EVE KISS 美男子 乳液 本体 200ml,ケイビイラボ,rakuten_product_api,pending,pending,face,乳液,false,,none,none,4573538700057,,D,45811,high-outlier,normal,false,価格:high-outlier
536,コスメデコルテ イドラクラリティ コンディショニング トリートメント ソフナー ER 200ml 沖縄・離島を除く 化粧品 コスメ HYDRA CLARITY CONDITIONING TREATMENT SOFTENER ER COSME DECORTE,コスメデコルテ,rakuten_product_api,pending,pending,face,乳液,false,,none,none,4971710375060,,D,3649,none,normal,true,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
537,チューンメーカーズ 原液保湿乳液(100ml),チューンメーカーズ(TUNEMAKERS),rakuten_product_api,pending,pending,face,乳液,false,,none,none,4528620210617,,D,2750,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
538,サナ なめらか本舗 リンクル乳液 N(150ml),なめらか本舗,rakuten_product_api,pending,pending,face,乳液,false,,none,none,4964596485770,,D,728,none,normal,true,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
539,A-CIS SOLIDE バランシングジェルAL,エストロワ,rakuten_product_api,pending,pending,face,乳液,false,,none,none,4533572092433,,D,6820,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
540,ノエビア80 ミルクローション,ノエビア,rakuten_product_api,pending,pending,face,乳液,false,,none,none,4945022010551,,D,2680,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
541,プロミリア モイスチャー10 乳液,コスメプロ,rakuten_product_api,pending,pending,face,乳液,false,,none,none,4512442005186,,D,1980,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
542,PROUDMEN. ディープエフェクトミルク 150mL,プラウドメン,rakuten_product_api,pending,pending,face,乳液,false,,none,none,4528620301094,,D,2860,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
543,セタフィル モイスチャライジングローション 473ml ガルデルマ セタフイルライジングロ-シヨン473,ガルデルマ,rakuten_product_api,pending,pending,face,乳液,true,化粧水,none,none,4987851101833,,D,1252,none,normal,false,現在乳液／名称上は化粧水候補
544,薬用 雪肌精 乳液 エンリッチ(140ml),雪肌精,rakuten_product_api,pending,pending,face,乳液,false,,none,none,4971710567793,,D,5332,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
545,ファンケル ホワイトニング 乳液 II しっとり(30ml),ファンケル,rakuten_product_api,pending,pending,face,乳液,false,,none,none,4908049450786,,D,1813,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
546,luamo ベーシック ディープモイスチャライザー 50mL,ロゴナ,rakuten_product_api,pending,pending,face,乳液,false,,none,none,4560273191660,,D,2498,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
547,コスメディックス define age defying treatment with hydroxy acids & retinol /1.5oz,ブランド情報未掲載,rakuten_product_api,pending,pending,face,乳液,false,,none,none,0847137020392,,D,8100,none,unknown,false,ブランド:unknown
548,ナリス レジュアーナ クリームインミルク （濃密 乳液）,ナリス化粧品,rakuten_product_api,pending,pending,face,乳液,false,,none,none,4955814378417,,D,4544,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
549,Qiera アゼライン酸 美容液 30ml,ディアスリー,rakuten_product_api,pending,pending,face,美容液,false,,none,none,4595557815017,,D,2980,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
550,ジアンプル VCアンプル(1ml×28回分),石澤研究所,rakuten_product_api,pending,pending,face,美容液,false,,none,none,4992440037790,,D,2750,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
551,セリサージュ ホワイトシルク クレンジングオイル 197ml,セリサージュ,rakuten_product_api,pending,pending,face,美容液,true,洗顔,none,none,4531011000605,,D,3960,none,normal,false,現在美容液／名称上は洗顔候補
552,まるまる美容液 ヒアルロン酸(20ml),まるまる美容液,rakuten_product_api,pending,pending,face,美容液,false,,none,none,4560440413946,,D,1188,none,extraction-candidate,false,ブランド:extraction-candidate
553,エスティ ローダー パーフェクショニスト プロ f+l セラム 美容液,ブランド情報未掲載,rakuten_product_api,pending,pending,face,美容液,false,,none,none,0887167375369,,D,1450,none,unknown,false,ブランド:unknown
554,Ryuspa Rエッセンス,ポイントピュール,rakuten_product_api,pending,pending,face,美容液,false,,none,none,4580113618041,,D,8800,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
555,マイノロジ｜MINOLOGI 薬用シミネールEX,マイノロジ,rakuten_product_api,pending,pending,face,美容液,false,,none,none,4573187271052,,D,1140,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
556,アスタリフト ジェリー アクアリスタ ジェリー状“先行”美容液 40g 沖縄・離島を除く 化粧品 コスメ ASTALIFT JELLY AQUARYSTA,アスタリフト,rakuten_product_api,pending,pending,face,美容液,false,,none,none,4547410396348,,D,7560,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
557,ONE BY KOSE メラノショット ホワイト D ラージ(65ml),ONE BY KOSE(ワンバイコーセー),rakuten_product_api,pending,pending,face,美容液,false,,none,none,4971710285482,,D,7198,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
558,ラントゥルース 卵殻膜ブースターセラム 20ml,ヴィワンアークス,rakuten_product_api,pending,pending,face,美容液,false,,none,none,4570018370014,,D,2700,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
559,ヒアロジー ピーエフェクト エッセンス(美容液),ヒアロジー,rakuten_product_api,pending,pending,face,美容液,false,,none,none,4580187421011,,D,29700,high-outlier,normal,false,価格:high-outlier
560,トランスダーマ A(30mL),トランスダーマ,rakuten_product_api,pending,pending,face,美容液,false,,none,none,4983982001134,,D,20350,high-outlier,normal,false,価格:high-outlier
561,DETクリア ブライト＆ピール ピール美容液 日本製(30ml),DETクリア,rakuten_product_api,pending,pending,face,美容液,false,,none,none,4902468226687,,D,1143,none,normal,true,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
562,LANCOME ランコム ジェニフィック アドバンスト N 50ml,ランコム,rakuten_product_api,pending,pending,face,美容液,false,,none,none,3614272623606,,D,15200,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
563,綾花 潤肌実 美容液(30ml),綾花,rakuten_product_api,pending,pending,face,美容液,false,,none,none,4580080662757,,D,4290,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
564,ブルークレール リペアモイストWエッセンス(50ml),ブルークレール,rakuten_product_api,pending,pending,face,美容液,false,,none,none,4571193200332,,D,8800,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
565,R4トーニングセラム(美容液)(30ml),京未来,rakuten_product_api,pending,pending,face,美容液,false,,none,none,8809912930229,,D,2600,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
566,ALBION エクシア ブライトニングイマキュレートセラム 1.5mL,アルビオン,rakuten_product_api,pending,pending,face,美容液,false,,none,none,4969527198088,,D,25500,high-outlier,normal,false,価格:high-outlier
567,そのまま! コラーゲン リッチ,シンエイ,rakuten_product_api,pending,pending,face,美容液,false,,none,none,4571128833062,,D,1629,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
568,EMセラム 卵殻膜美容液 30ml,ビューティードア,rakuten_product_api,pending,pending,face,美容液,false,,none,none,4986084007868,,D,2750,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
569,コスメデコルテ リフトディメンション セラム 50ml 化粧品 コスメ COSME DECORTE,コスメデコルテ,rakuten_product_api,pending,pending,face,美容液,false,,none,none,4971710374537,,D,8580,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
570,コーセー｜KOSE モイスチュアエッセンス F・F ゾウリョウ130mL,コーセー,rakuten_product_api,pending,pending,face,美容液,false,,none,none,4971710291131,,D,5090,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
571,ソフィーナiP インターリンク セラム 毛穴の目立たない澄んだうるおい肌へ つけかえ用(55g),ソフィーナiP,rakuten_product_api,pending,pending,face,美容液,false,,none,none,4901301392206,,D,3680,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
572,メディダーマ ダーマブーストセラム(30ml),明色化粧品,rakuten_product_api,pending,pending,face,美容液,false,,none,none,4902468718045,,D,2480,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
573,ONE BY KOSE ザ リンクレス S レギュラー キット(1セット),ONE BY KOSE(ワンバイコーセー),rakuten_product_api,pending,pending,face,美容液,false,,set,set,4971710546095,,D,5975,none,normal,false,重複・variant:set
574,ONE BY KOSE セラム ヴェール(60ml),ONE BY KOSE(ワンバイコーセー),rakuten_product_api,pending,pending,face,美容液,false,,none,none,4971710288605,,D,5335,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
575,homme dermo system pore control perfecting essence /1.7oz,ディオール,rakuten_product_api,pending,pending,face,美容液,false,,none,none,3348901352826,,D,12490,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
576,サーメージ トーンアップ リフティングバーム(22g),サーメージ,rakuten_product_api,pending,pending,face,美容液,false,,none,none,4582174749818,,D,7440,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
577,VENTUNO HADAYOHOU VC90ケアナスティック 2g,ヴェントゥーノ,rakuten_product_api,pending,pending,face,美容液,false,,none,none,4510662006143,,D,4120,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
578,エイトザタラソ バランシングセラム＆スムースリペア美容液オイル(100ml),エイトザタラソ,rakuten_product_api,pending,pending,face,美容液,false,,none,none,4589919563678,,D,1540,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
579,まるまる美容液 ビタミンC誘導体(20ml),まるまる美容液,rakuten_product_api,pending,pending,face,美容液,false,,none,none,4560440413953,,D,1188,none,extraction-candidate,false,ブランド:extraction-candidate
580,アンプルショット 薬用 エフェクト リンクル＆モイスト セラム 美容液(50ml),アンプルショット,rakuten_product_api,pending,pending,face,美容液,false,,none,none,4580635111549,,D,1650,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
581,VT リードルショット 300 50ml,VT,rakuten_product_api,pending,pending,face,美容液,false,,none,none,8809695678431,,D,2880,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
582,エクソソーム サイエンス ホワイトモイストエッセンス 55ml,EXOSOME SCIENCE,rakuten_product_api,pending,pending,face,美容液,false,,none,none,4571365222728,,D,977,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
583,オッペン化粧品 アルティメイト エッセンスR 40mL,オッペン化粧品,rakuten_product_api,pending,pending,face,美容液,false,,none,none,4942680336504,,D,20625,high-outlier,normal,false,価格:high-outlier
584,チューンメーカーズ レチノール誘導体配合(10ml),チューンメーカーズ(TUNEMAKERS),rakuten_product_api,pending,pending,face,美容液,false,,none,none,4528620210044,,D,1980,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
585,エニシー フォー クイック モーニング 50g,リズム（リズム時計）,rakuten_product_api,pending,pending,face,美容液,false,,none,none,4560371873598,,D,6413,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
586,ヤーマン 目もと専用の美容液 メディリフト アイセラム YML0004 YAMAN,ヤーマン,rakuten_product_api,pending,pending,face,美容液,false,,none,none,4540790170935,,D,1360,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
587,クリスチャン・ディオール プレステージ ル ネクターニュイ,ディオール,rakuten_product_api,pending,pending,face,美容液,false,,none,none,3348901190824,,D,28000,high-outlier,normal,false,価格:high-outlier
588,educe beauté(エデュース ボーテ) ヒト幹細胞 美容液 20mL,educe beauté,rakuten_product_api,pending,pending,face,美容液,false,,none,none,4571383630420,,D,3960,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
589,DEWYTREE AC ディープ ブレミッシュカーミングエッセンス 60ml,ブランド情報未掲載,rakuten_product_api,pending,pending,face,美容液,false,,none,none,8809517477969,,D,2420,none,unknown,false,ブランド:unknown
590,ヒカリミライ ハイドラ アップ エッセンス N(100ml),ヒカリミライ,rakuten_product_api,pending,pending,face,美容液,false,,none,none,4580080663778,,D,6820,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
591,ハリウッド ナチュラルex エッセンスr,ハリウッド,rakuten_product_api,pending,pending,face,美容液,false,,none,none,4961561163473,,D,8250,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
592,fractionalCC ニードルセラムAZ 30mL,ニードルセラム,rakuten_product_api,pending,pending,face,美容液,false,,none,none,4571501176656,,D,2640,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
593,TWANY(トワニー)ベビーリピッドウエアN ミディ 50g,トワニー,rakuten_product_api,pending,pending,face,美容液,false,,none,none,4973167151280,,D,2420,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
594,BLANCOW ブランカウ マルチソリューションスティックバーム,TIM HOLDINGS,rakuten_product_api,pending,pending,face,美容液,false,,none,none,4573585970212,,D,2970,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
595,アルマード チェルラー ブリリオ 美容液,CELLULA,rakuten_product_api,pending,pending,face,美容液,false,,none,none,1001000016670088,,D,6600,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
596,ドクターフィル フィルナチュラントIC.UアルジェックスEX 15g,ドクターフィル コスメティクス,rakuten_product_api,pending,pending,face,美容液,false,,none,none,4562133471455,,D,3790,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
597,まるまる美容液 プロテオグリカン(20ml),まるまる美容液,rakuten_product_api,pending,pending,face,美容液,false,,none,none,4560440413991,,D,1188,none,extraction-candidate,false,ブランド:extraction-candidate
598,アネッサ ナイトサンケア美容液(180ml),アネッサ(ANESSA),rakuten_product_api,pending,pending,face,美容液,false,,none,none,4909978136093,,D,1859,none,normal,true,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
599,10月1日 COSRX ザ・6ペプチドスキンブースターセラム 本体 150ml,COSRX,rakuten_product_api,pending,pending,face,美容液,false,,none,none,8809598455658,,D,1580,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
600,アクセーヌ ナリシングジェル AD(20g),アクセーヌ(ACSEINE),rakuten_product_api,pending,pending,face,美容液,false,,none,none,4951819017153,,D,3532,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
601,アルビオン エクシア ブライトニング イマキュレート セラム Z,アルビオン,rakuten_product_api,pending,pending,face,美容液,false,,none,none,4969527506722,,D,1000,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
602,オッペン アルティメイト クリーム,オッペン化粧品,rakuten_product_api,pending,pending,face,美容液,false,,none,none,4942680336009,,D,38500,high-outlier,normal,false,価格:high-outlier
603,ニールズヤード ワイルドローズビューティーバーム(50g),ニールズヤード(Neal's Yard),rakuten_product_api,pending,pending,face,美容液,false,,none,none,4540260005682,,D,10560,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
604,エリクシール ブースターエッセンス C 導入美容液 エイジングケア きめ 炭酸配合泡(90g),エリクシール(ELIXIR),rakuten_product_api,pending,pending,face,美容液,false,,none,none,4909978989330,,D,3550,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
605,ウテナ オルメディ オールデイズセラムP 50ml,ウテナ,rakuten_product_api,pending,pending,face,美容液,false,,none,none,4901234336018,,D,1251,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
606,トワニー シーズナルエッセンス aw,カネボウ,rakuten_product_api,pending,pending,face,美容液,false,,none,none,4973167309575,,D,5500,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
607,ONE BY KOSE (ワンバイコーセー) ザ リンクレス W(18g),ONE BY KOSE(ワンバイコーセー),rakuten_product_api,pending,pending,face,美容液,false,,none,none,4971710613278,,D,4963,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
608,化粧水 クラランス スープラ トリートメント エッセンス ローション 200ml 沖縄・離島を除く CLARINS,クラランス,rakuten_product_api,pending,pending,face,美容液,false,,none,none,3380810089035,,D,20625,high-outlier,normal,false,価格:high-outlier
609,エピステーム ステムサイエンスオイル 26ml,ロート製薬,rakuten_product_api,pending,pending,face,美容液,false,,none,none,4987241164417,,D,12100,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
610,AFAs アファズボディミルク(250mL),原沢製薬,rakuten_product_api,excluded,excluded,body,美容液,true,乳液,none,none,4987340030538,,D,1944,none,normal,false,商品名からbody候補 / 現在美容液／名称上は乳液候補
611,アロエベラ生100 化粧品用アロエ原液(20g),アロベラ生,rakuten_product_api,pending,pending,face,美容液,false,,none,none,4571252350398,,D,3300,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
612,Re'senza リセンザ アスタキサンチン エイジングケア エッセンス(美容液),Re'senza,rakuten_product_api,pending,pending,face,美容液,false,,none,none,4571383630529,,D,2180,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
613,bsp アスターナ f phマッサージゲル,日本ケミコス,rakuten_product_api,pending,pending,face,美容液,false,,none,none,4560108895695,,D,3300,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
614,ピアベルピア ビューティエッセンス 美容液 30ml,ピアベルピア,rakuten_product_api,pending,pending,face,美容液,false,,none,none,4949180012020,,D,2200,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
615,アルビオン フラルネ ブライトチューナー HK 40ml,アルビオン,rakuten_product_api,pending,pending,face,美容液,false,,none,none,4969527500959,,D,4900,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
616,msh エム・エス・エイチ タイムシークレット ミネラル オイルセラム 30mL,msh,rakuten_product_api,pending,pending,face,美容液,false,,none,none,4580295033854,,D,2640,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
617,エステダム ESTHE WHITE system モーフォフィット セロム 100ml,エステダム,rakuten_product_api,pending,pending,face,美容液,false,,none,none,3461020014540,,D,5278,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
618,雪肌精 クリアウェルネス V セラム(50ml),雪肌精,rakuten_product_api,pending,pending,face,美容液,false,,none,none,4971710519037,,D,7450,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
